danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.683,0.514,-9.168,0,0.252,0.325,0.0,0.161,0.654,122.097,0,0,0,0,0,1,0,0,0,0,0,0
0.324,0.887,-3.267,0,0.585,0.0727,0.0,0.195,0.429,159.303,0,0,0,0,0,0,1,0,0,0,0,0
0.526,0.689,-7.733,0,0.0324,0.0214,0.0,0.106,0.284,72.93,0,0,0,0,0,1,0,0,0,0,0,0
0.726,0.802,-6.528,0,0.197,0.0428,0.0728,0.314,0.593,119.829,0,0,0,0,0,0,0,0,0,0,0,1
0.448,0.606,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2.03e-05,-13.813,0,0.0,0.2,1.0,0.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.615,0.629,-10.136,0,0.0376,0.424,2.76e-06,0.435,0.963,95.6,0,0,0,0,0,1,0,0,0,0,0,0
0.709,0.298,-8.433,1,0.0299,0.791,0.0,0.0892,0.571,120.082,1,0,0,0,0,0,0,0,0,0,0,0
0.675,0.775,-8.091,1,0.0701,0.0798,0.886,0.073,0.452,106.002,0,0,0,0,0,0,0,1,0,0,0,0
0.619,0.721,-7.53,0,0.0696,0.423,8.56e-05,0.0587,0.808,97.32,0,0,1,0,0,0,0,0,0,0,0,0
0.456,0.131,-14.903,0,0.0542,0.987,3.61e-05,0.109,0.189,109.109,0,0,1,0,0,0,0,0,0,0,0,0
0.486,0.689,-7.735,1,0.028,0.0131,0.579,0.0759,0.573,100.003,0,0,0,0,1,0,0,0,0,0,0,0
0.604,0.691,-5.807,1,0.159,0.00493,0.0,0.125,0.186,105.014,1,0,0,0,0,0,0,0,0,0,0,0
0.483,0.909,-5.912,0,0.149,0.000313,8.97e-06,0.0889,0.428,166.002,0,1,0,0,0,0,0,0,0,0,0,0
0.797,0.293,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,0,0,0,0,0,1,0,0,0,0,0,0
0.272,0.0616,-16.787,0,0.0455,0.989,1.97e-05,0.118,0.119,168.525,1,0,0,0,0,0,0,0,0,0,0,0
0.568,0.901,-5.008,1,0.0872,0.615,5.5e-05,0.592,0.702,126.164,0,0,0,0,0,0,0,0,0,1,0,0
0.779,0.801,-5.564,0,0.0457,0.395,0.0,0.108,0.72,139.998,0,0,0,0,0,0,1,0,0,0,0,0
0.785,0.977,-2.325,1,0.266,0.0422,1.56e-06,0.437,0.475,100.054,0,0,0,0,0,0,0,1,0,0,0,0
0.465,0.9,-4.042,1,0.0348,0.000196,0.000304,0.197,0.0978,173.896,0,0,0,0,0,1,0,0,0,0,0,0
0.502,0.849,-2.565,1,0.0405,0.00628,0.0,0.244,0.275,129.016,0,0,0,0,0,0,0,0,1,0,0,0
0.772,0.644,-6.318,0,0.265,0.158,4.14e-06,0.366,0.388,82.05,0,0,0,0,0,0,0,0,0,0,1,0
0.731,0.549,-6.749,0,0.0329,0.0157,9.14e-06,0.083,0.45,137.932,0,0,0,0,0,0,1,0,0,0,0,0
0.508,0.76,-4.8,0,0.0851,0.0662,0.0,0.143,0.414,86.762,0,0,0,0,0,0,0,0,0,1,0,0
0.774,0.711,-5.78,1,0.0336,0.0272,0.252,0.179,0.348,104.996,0,0,0,0,0,0,0,1,0,0,0,0
0.547,0.264,-14.237,1,0.0265,0.848,0.000749,0.0899,0.138,93.271,1,0,0,0,0,0,0,0,0,0,0,0
0.792,0.818,-5.783,1,0.0406,0.00787,0.014,0.0716,0.742,128.543,0,0,0,0,0,1,0,0,0,0,0,0
0.57,0.792,-3.289,1,0.0583,0.0086,0.0,0.144,0.117,127.943,0,0,0,0,1,0,0,0,0,0,0,0
0.554,0.509,-9.429,1,0.339,0.149,1.86e-05,0.094,0.718,199.874,0,1,0,0,0,0,0,0,0,0,0,0
0.738,0.498,-9.969,1,0.249,0.0112,0.00345,0.113,0.545,80.389,0,1,0,0,0,0,0,0,0,0,0,0
0.527,0.941,-5.084,0,0.0367,0.000649,0.861,0.726,0.618,148.03,0,0,0,0,0,0,1,0,0,0,0,0
0.718,0.93,-4.532,1,0.038,0.0026,0.0176,0.0363,0.697,128.736,0,0,0,0,0,0,0,1,0,0,0,0
0.245,0.145,-32.661,1,0.0351,0.966,0.806,0.102,0.116,144.065,1,0,0,0,0,0,0,0,0,0,0,0
0.524,0.974,-4.683,0,0.0596,4.55e-05,0.0195,0.978,0.41,124.992,0,0,0,0,0,0,0,0,1,0,0,0
0.164,0.377,-11.9,1,0.0374,0.736,0.758,0.404,0.0599,130.447,1,0,0,0,0,0,0,0,0,0,0,0
0.712,0.829,-5.847,1,0.0248,0.125,4.85e-06,0.0729,0.769,123.814,1,0,0,0,0,0,0,0,0,0,0,0
0.328,0.933,-5.392,1,0.122,0.14,0.00184,0.359,0.685,165.036,0,0,0,0,0,0,0,1,0,0,0,0
0.573,0.685,-11.484,1,0.0701,0.573,9.39e-05,0.72,0.21,102.651,0,0,0,0,0,0,0,1,0,0,0,0
0.609,0.785,-3.32,1,0.0891,0.0502,0.0,0.171,0.756,151.995,0,0,0,0,0,0,0,0,0,0,0,1
0.452,0.267,-9.081,1,0.0407,0.856,0.129,0.114,0.148,159.606,0,0,0,0,0,0,0,0,1,0,0,0
0.544,0.221,-14.863,1,0.0265,0.879,0.0,0.212,0.501,93.282,0,0,0,0,0,0,0,0,0,0,0,1
0.548,0.475,-6.241,1,0.0609,0.82,0.0,0.133,0.513,120.035,0,0,0,0,1,0,0,0,0,0,0,0
0.399,0.961,-4.112,1,0.0499,0.00578,0.0,0.142,0.691,126.689,1,0,0,0,0,0,0,0,0,0,0,0
0.607,0.832,-5.688,0,0.0296,0.0244,2.18e-05,0.202,0.696,105.974,0,0,0,0,0,0,0,0,0,0,0,1
0.635,0.179,-18.415,1,0.0416,0.91,0.0,0.379,0.566,121.874,0,0,1,0,0,0,0,0,0,0,0,0
0.394,0.809,-5.891,0,0.0541,0.0745,0.000102,0.16,0.464,99.708,0,0,0,0,0,0,0,0,0,1,0,0
0.62,0.611,-7.862,0,0.0334,0.174,1.44e-05,0.117,0.208,115.989,0,0,0,0,0,0,0,0,0,1,0,0
0.651,0.37,-7.717,1,0.0265,0.691,0.0,0.109,0.507,74.974,0,0,0,0,0,0,0,1,0,0,0,0
0.815,0.624,-6.436,0,0.12,0.251,0.0,0.0943,0.853,100.01,0,0,0,0,1,0,0,0,0,0,0,0
0.725,0.918,-4.875,1,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,0,0,0,0,0,0,0,0,0,1,0,0
0.467,0.978,-4.482,0,0.0815,0.00012,0.685,0.176,0.0371,100.062,0,0,0,0,0,0,0,0,0,1,0,0
0.3,0.623,-7.534,0,0.0313,0.000952,0.945,0.0908,0.0346,156.038,0,0,1,0,0,0,0,0,0,0,0,0
0.656,0.774,-6.616,1,0.0243,0.021,9.36e-06,0.28,0.665,106.003,1,0,0,0,0,0,0,0,0,0,0,0
0.194,0.302,-9.349,0,0.031,0.891,1.68e-05,0.0983,0.126,70.922,1,0,0,0,0,0,0,0,0,0,0,0
0.743,0.845,-6.856,0,0.096,0.183,0.00299,0.361,0.833,93.017,0,0,0,0,1,0,0,0,0,0,0,0
0.588,0.443,-6.197,0,0.0694,0.583,0.0,0.136,0.642,89.749,0,0,0,0,0,0,1,0,0,0,0,0
0.868,0.584,-6.386,0,0.077,0.37,6.86e-06,0.205,0.936,97.472,0,0,0,0,0,1,0,0,0,0,0,0
0.605,0.285,-10.787,1,0.0265,0.669,0.0,0.137,0.49,97.537,0,0,0,0,0,0,1,0,0,0,0,0
0.269,0.961,-4.095,1,0.171,4.01e-05,0.7,0.0488,0.238,152.464,0,1,0,0,0,0,0,0,0,0,0,0
0.619,0.723,-9.814,0,0.0351,0.0155,0.729,0.255,0.135,123.997,0,0,1,0,0,0,0,0,0,0,0,0
0.607,0.912,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,0,0,0,0,0,0,0,0,1,0,0,0
0.795,0.461,-10.624,1,0.0406,0.0806,0.37,0.0989,0.563,118.972,1,0,0,0,0,0,0,0,0,0,0,0
0.399,0.471,-9.486,1,0.0399,0.25,0.0,0.656,0.068,99.514,0,0,0,0,0,0,0,1,0,0,0,0
0.673,0.637,-7.546,1,0.0281,0.295,0.000383,0.184,0.541,105.043,0,0,0,1,0,0,0,0,0,0,0,0
0.415,0.818,-8.407,1,0.0613,0.00147,0.902,0.111,0.112,130.021,0,1,0,0,0,0,0,0,0,0,0,0
0.655,0.885,-4.877,1,0.0531,0.176,9.91e-05,0.177,0.974,94.07,0,1,0,0,0,0,0,0,0,0,0,0
0.375,0.457,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,0,0,0,1,0,0,0,0,0,0,0,0
0.789,0.421,-14.449,1,0.655,0.776,0.496,0.113,0.476,94.166,0,0,0,0,0,0,0,0,0,1,0,0
0.796,0.892,-4.421,0,0.12,0.101,0.0,0.675,0.766,136.109,0,0,0,0,0,0,0,0,0,0,0,1
0.576,0.465,-11.99,1,0.0353,0.643,5.5e-06,0.336,0.305,135.913,0,0,0,0,0,1,0,0,0,0,0,0
0.615,0.91,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,0,0,0,0,0,0,0,0,0,0,0,1
0.549,0.182,-19.85,0,0.0474,0.841,0.0954,0.221,0.492,114.858,0,0,0,0,0,0,0,0,0,0,0,1
0.958,0.737,-7.243,1,0.0483,0.305,0.0,0.0342,0.966,124.146,0,0,1,0,0,0,0,0,0,0,0,0
0.646,0.935,-6.663,1,0.0409,0.000128,0.202,0.0714,0.566,138.053,0,0,0,0,0,0,0,0,0,1,0,0
0.548,0.378,-13.835,1,0.0468,0.552,0.0608,0.194,0.437,109.777,0,0,1,0,0,0,0,0,0,0,0,0
0.549,0.838,-6.707,0,0.0642,0.688,0.0,0.532,0.835,89.983,0,0,0,0,0,0,0,0,0,0,0,1
0.437,0.376,-6.292,0,0.0329,0.903,0.0,0.0924,0.346,173.898,0,0,0,0,1,0,0,0,0,0,0,0
0.504,0.985,-7.305,1,0.0504,0.00081,0.922,0.125,0.383,139.978,0,0,0,0,0,0,0,0,1,0,0,0
0.8,0.872,-6.046,1,0.0958,0.022,0.838,0.123,0.277,128.005,0,0,0,0,0,0,0,0,1,0,0,0
0.569,0.436,-8.172,1,0.115,0.896,0.0,0.732,0.426,116.702,0,0,0,0,0,0,0,0,0,0,1,0
0.358,0.793,-6.823,1,0.187,0.657,0.0,0.214,0.751,190.015,1,0,0,0,0,0,0,0,0,0,0,0
0.765,0.499,-9.958,0,0.351,0.447,0.00143,0.116,0.523,145.213,1,0,0,0,0,0,0,0,0,0,0,0
0.25,0.684,-13.165,1,0.124,0.656,0.000151,0.16,0.165,85.047,0,0,0,0,0,1,0,0,0,0,0,0
0.207,0.0431,-29.363,1,0.0476,0.964,0.00116,0.199,0.0575,125.46,0,0,0,0,0,0,0,0,1,0,0,0
0.632,0.467,-8.189,1,0.0307,0.852,0.0,0.302,0.629,116.847,0,0,1,0,0,0,0,0,0,0,0,0
0.764,0.843,-5.826,0,0.04,0.415,0.0,0.0519,0.942,140.042,0,0,1,0,0,0,0,0,0,0,0,0
0.508,0.957,-4.749,1,0.0605,0.0113,0.22,0.609,0.466,104.936,0,0,0,0,0,0,1,0,0,0,0,0
0.29,0.935,-1.798,1,0.082,0.0955,0.0218,0.297,0.262,174.012,0,0,0,0,0,0,0,0,1,0,0,0
0.122,0.446,-5.687,0,0.0332,0.704,3.79e-06,0.805,0.215,61.292,0,0,0,0,0,0,0,0,0,1,0,0
0.599,0.909,-4.729,1,0.0484,0.000683,0.0,0.0686,0.486,140.047,0,0,0,0,0,0,0,1,0,0,0,0
0.391,0.942,-7.998,1,0.0633,0.000295,0.715,0.181,0.322,159.984,0,0,0,0,0,0,0,0,0,0,0,1
0.511,0.943,-4.934,1,0.0537,0.00135,0.0181,0.187,0.531,127.283,0,0,1,0,0,0,0,0,0,0,0,0
0.696,0.902,-5.678,1,0.36,0.473,0.0,0.137,0.312,194.041,0,0,0,0,0,0,0,1,0,0,0,0
0.367,0.904,-8.206,0,0.0629,0.000262,0.201,0.0564,0.452,143.333,0,0,0,0,0,0,0,0,0,0,0,1
0.928,0.884,-5.111,0,0.0715,0.345,0.00199,0.108,0.927,110.847,0,0,1,0,0,0,0,0,0,0,0,0
0.593,0.916,-7.338,0,0.0931,0.0127,0.0,0.181,0.337,174.853,0,0,0,0,0,0,0,0,0,0,0,1
0.551,0.36,-9.791,0,0.0316,0.864,0.000259,0.38,0.589,116.279,0,0,0,0,0,1,0,0,0,0,0,0
0.814,0.481,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,1,0,0,0,0,0,0,0,0,0,0,0
0.148,0.908,-7.336,1,0.117,4.66e-06,0.614,0.0723,0.0707,93.888,0,0,0,0,0,0,0,0,0,1,0,0
0.749,0.71,-6.63,1,0.0331,0.0163,0.0237,0.0892,0.678,120.005,0,0,0,0,0,0,0,1,0,0,0,0
0.515,0.574,-3.902,1,0.0293,0.797,0.0,0.113,0.409,134.762,1,0,0,0,0,0,0,0,0,0,0,0
0.467,0.855,-5.375,1,0.0515,0.174,9.32e-06,0.11,0.565,135.813,0,0,0,0,1,0,0,0,0,0,0,0
0.73,0.48,-6.405,1,0.0387,0.853,0.0,0.337,0.623,138.044,0,0,0,0,0,0,0,0,0,1,0,0
0.343,0.304,-9.972,1,0.0488,0.801,1.38e-06,0.0961,0.224,91.707,1,0,0,0,0,0,0,0,0,0,0,0
0.667,0.857,-2.636,1,0.053,0.172,0.0,0.304,0.912,149.926,0,0,0,0,0,0,0,1,0,0,0,0
0.565,0.852,-3.869,0,0.034,0.00129,0.00114,0.0962,0.51,124.96,1,0,0,0,0,0,0,0,0,0,0,0
0.369,0.192,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,0,0,0,0,1,0,0,0,0,0,0,0
0.257,0.0906,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46,0,0,0,0,0,0,0,0,1,0,0,0
0.75,0.736,-5.968,0,0.0425,0.0458,0.0,0.26,0.535,105.017,0,0,0,0,1,0,0,0,0,0,0,0
0.564,0.95,-1.663,1,0.118,0.128,0.00671,0.142,0.827,186.057,1,0,0,0,0,0,0,0,0,0,0,0
0.561,0.658,-6.023,0,0.028,0.0123,0.0,0.15,0.417,112.014,0,0,0,1,0,0,0,0,0,0,0,0
0.617,0.602,-15.453,0,0.0639,0.129,0.807,0.0866,0.157,192.051,0,0,0,0,0,0,0,0,0,0,1,0
0.706,0.731,-6.943,1,0.0348,0.395,5.32e-05,0.515,0.755,120.535,0,0,0,0,0,0,1,0,0,0,0,0
0.448,0.84,-3.939,0,0.0362,0.0012,0.0,0.0891,0.234,157.975,0,1,0,0,0,0,0,0,0,0,0,0
0.714,0.621,-7.01,0,0.0275,0.00246,0.525,0.0945,0.366,122.417,0,0,0,0,0,0,0,0,0,0,0,1
0.259,0.134,-18.803,0,0.0342,0.98,0.172,0.0924,0.107,132.64,0,0,0,0,1,0,0,0,0,0,0,0
0.211,0.307,-13.522,1,0.033,0.434,0.000136,0.113,0.503,177.363,0,0,0,0,0,0,1,0,0,0,0,0
0.479,0.993,-3.505,1,0.0802,9.15e-06,0.00668,0.244,0.18,103.99,0,0,1,0,0,0,0,0,0,0,0,0
0.423,0.932,-5.209,1,0.134,7.25e-06,0.367,0.0665,0.773,81.555,0,1,0,0,0,0,0,0,0,0,0,0
0.541,0.734,-5.493,0,0.165,0.422,0.0,0.535,0.628,91.991,0,0,0,0,0,0,0,1,0,0,0,0
0.393,0.277,-10.757,1,0.0314,0.7,0.0,0.0966,0.123,89.334,0,0,0,0,0,0,0,1,0,0,0,0
0.804,0.717,-9.211,1,0.0488,0.00012,0.795,0.195,0.486,123.002,0,1,0,0,0,0,0,0,0,0,0,0
0.571,0.987,-6.321,1,0.0525,3.62e-05,0.839,0.0389,0.402,150.03,0,0,0,0,0,0,0,0,0,1,0,0
0.756,0.845,-3.57,1,0.0389,0.504,1.4e-06,0.0348,0.873,93.012,0,0,0,0,0,0,0,0,1,0,0,0
0.738,0.679,-5.049,1,0.0356,0.255,8.97e-06,0.0581,0.503,98.012,0,0,0,0,0,0,0,0,0,0,1,0
0.334,0.655,-8.045,1,0.0338,0.105,0.000193,0.935,0.209,79.624,0,0,0,1,0,0,0,0,0,0,0,0
0.559,0.0839,-15.855,1,0.0747,0.973,0.927,0.0966,0.225,159.135,0,0,0,0,1,0,0,0,0,0,0,0
0.835,0.788,-4.81,0,0.0863,0.0461,8.85e-05,0.0884,0.55,110.022,0,0,0,0,0,0,0,0,0,0,0,1
0.72,0.481,-8.552,1,0.0621,0.246,0.0,0.0704,0.443,143.947,0,0,0,0,0,0,0,0,0,0,1,0
0.266,0.952,-4.154,1,0.0771,0.000242,0.894,0.2,0.179,104.297,0,0,1,0,0,0,0,0,0,0,0,0
0.56,0.666,-15.974,0,0.931,0.793,0.0,0.941,0.401,77.041,0,0,0,0,0,0,0,0,0,0,1,0
0.433,0.829,-7.738,0,0.169,0.501,0.0,0.966,0.837,110.48,0,0,0,0,0,0,1,0,0,0,0,0
0.353,0.996,-18.443,0,0.0435,0.936,0.862,0.949,0.016,69.596,0,0,0,0,1,0,0,0,0,0,0,0
0.557,0.37,-8.214,0,0.0412,0.79,0.0,0.0682,0.688,180.001,0,0,0,0,0,0,0,0,0,1,0,0
0.574,0.886,-2.452,1,0.0945,0.00899,0.0,0.449,0.555,123.973,0,0,0,0,0,0,1,0,0,0,0,0
0.37,0.767,-5.555,0,0.0363,0.00762,0.000125,0.0583,0.21,58.494,0,0,0,0,0,0,0,0,0,1,0,0
0.593,0.699,-6.274,0,0.394,0.172,0.0,0.0945,0.487,133.067,0,0,0,0,0,0,0,0,0,1,0,0
0.743,0.79,-5.052,0,0.0293,0.484,0.0,0.211,0.376,123.983,0,0,0,0,0,0,0,1,0,0,0,0
0.554,0.246,-15.467,1,0.035,0.566,0.0,0.184,0.317,131.509,0,0,0,0,0,1,0,0,0,0,0,0
0.734,0.205,-15.432,1,0.398,0.892,1.59e-06,0.102,0.558,118.974,0,0,0,0,0,0,0,0,0,1,0,0
0.793,0.518,-7.921,0,0.0547,0.227,0.000288,0.237,0.594,93.201,0,0,0,0,0,0,1,0,0,0,0,0
0.881,0.453,-10.504,1,0.0675,0.55,0.00594,0.0881,0.974,115.004,0,0,0,0,0,0,0,0,0,1,0,0
0.471,0.449,-9.845,0,0.0546,0.794,2.25e-05,0.35,0.715,74.673,0,0,0,0,0,0,0,0,0,0,0,1
0.404,0.102,-16.215,0,0.0351,0.976,0.0122,0.172,0.257,61.371,0,1,0,0,0,0,0,0,0,0,0,0
0.564,0.572,-6.132,1,0.0326,0.104,0.0,0.127,0.752,131.083,0,0,1,0,0,0,0,0,0,0,0,0
0.293,0.968,-4.714,1,0.111,3.91e-05,1.51e-06,0.366,0.119,110.018,0,0,0,0,0,0,0,1,0,0,0,0
0.633,0.424,-9.911,1,0.0299,0.736,0.00182,0.218,0.258,86.0,0,0,0,0,0,1,0,0,0,0,0,0
0.52,0.517,-10.096,1,0.325,0.653,0.0,0.233,0.0852,139.013,0,0,0,1,0,0,0,0,0,0,0,0
0.619,0.88,-4.549,0,0.0535,0.0173,0.00104,0.166,0.392,129.969,0,1,0,0,0,0,0,0,0,0,0,0
0.648,0.172,-21.154,1,0.303,0.885,0.065,0.495,0.563,94.484,1,0,0,0,0,0,0,0,0,0,0,0
0.677,0.946,-2.887,1,0.0548,0.184,3.73e-06,0.274,0.948,96.011,0,0,0,0,0,0,1,0,0,0,0,0
0.689,0.874,-5.275,0,0.0464,0.0816,0.129,0.272,0.961,121.019,0,0,0,0,0,0,0,0,0,1,0,0
0.242,0.97,-4.61,0,0.0675,0.00393,0.0656,0.922,0.548,143.867,0,0,0,0,0,0,0,0,0,1,0,0
0.297,0.676,-5.891,1,0.0409,0.0851,0.0,0.0802,0.172,148.151,0,0,0,0,0,0,0,0,1,0,0,0
0.764,0.601,-6.999,1,0.325,0.198,0.0,0.265,0.905,87.926,0,0,0,0,0,0,1,0,0,0,0,0
0.217,0.849,-10.292,1,0.0646,1.86e-05,0.896,0.0572,0.0395,109.563,0,1,0,0,0,0,0,0,0,0,0,0
0.483,0.205,-13.586,1,0.0567,0.941,0.0041,0.113,0.398,139.594,0,0,0,0,0,0,0,1,0,0,0,0
0.518,0.718,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,0,0,0,0,0,0,0,0,0,1,0,0
0.881,0.592,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,0,0,1,0,0,0,0,0,0,0,0,0
0.248,0.938,-3.035,0,0.207,0.0328,0.0,0.63,0.247,155.008,0,0,1,0,0,0,0,0,0,0,0,0
0.94,0.423,-8.575,1,0.0379,0.0377,1.27e-05,0.0718,0.745,104.045,1,0,0,0,0,0,0,0,0,0,0,0
0.391,0.636,-8.328,1,0.0485,0.864,6.36e-06,0.0959,0.498,109.843,0,0,0,0,0,0,0,0,1,0,0,0
0.609,0.791,-4.932,1,0.0839,0.00023,0.307,0.0942,0.137,164.788,0,0,1,0,0,0,0,0,0,0,0,0
0.484,0.531,-8.689,1,0.163,0.697,0.0,0.133,0.467,141.149,0,0,0,0,1,0,0,0,0,0,0,0
0.743,0.821,-4.262,1,0.0415,0.424,1.31e-06,0.0923,0.926,127.003,0,0,0,0,0,0,0,1,0,0,0,0
0.601,0.775,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,1,0,0,0,0,0,0,0,0,0,0,0
0.512,0.737,-7.589,1,0.0361,0.086,0.0,0.343,0.283,149.779,0,0,0,0,0,0,0,1,0,0,0,0
0.646,0.914,-12.035,1,0.0471,0.00159,0.681,0.122,0.319,148.066,0,0,0,0,0,0,0,0,0,0,0,1
0.514,0.897,-2.599,1,0.0403,0.911,0.0,0.214,0.68,159.911,0,0,0,0,0,1,0,0,0,0,0,0
0.787,0.812,-5.027,1,0.038,0.0122,0.0,0.0768,0.529,119.625,0,0,1,0,0,0,0,0,0,0,0,0
0.464,0.975,-1.728,1,0.0879,0.000409,0.839,0.12,0.0477,174.086,0,1,0,0,0,0,0,0,0,0,0,0
0.401,0.953,-3.185,0,0.0652,0.000214,0.00306,0.134,0.373,179.931,0,0,0,0,0,0,0,0,0,0,0,1
0.686,0.765,-6.524,1,0.0374,0.131,0.000224,0.103,0.856,115.157,0,1,0,0,0,0,0,0,0,0,0,0
0.522,0.629,-4.533,1,0.0295,0.0772,0.0,0.217,0.469,135.762,0,0,0,0,0,0,0,1,0,0,0,0
0.751,0.861,-5.612,0,0.0387,0.0125,0.00568,0.0892,0.427,111.997,0,0,0,0,0,0,0,0,1,0,0,0
0.358,0.992,-4.362,1,0.268,0.00223,0.0227,0.398,0.137,184.173,0,0,1,0,0,0,0,0,0,0,0,0
0.736,0.538,-13.444,1,0.0361,0.831,0.00315,0.0608,0.887,87.272,1,0,0,0,0,0,0,0,0,0,0,0
0.568,0.23,-18.455,1,0.0343,0.464,2.14e-06,0.176,0.303,105.872,0,0,1,0,0,0,0,0,0,0,0,0
0.25,0.125,-16.411,1,0.0317,0.849,0.000485,0.0835,0.0748,89.261,0,0,0,0,0,0,0,0,1,0,0,0
0.538,0.879,-4.917,0,0.044,0.0234,1.32e-06,0.122,0.721,138.975,0,0,0,0,0,0,1,0,0,0,0,0
0.693,0.893,-3.359,1,0.0336,0.289,0.000787,0.0619,0.908,116.6,0,0,0,0,0,0,0,0,1,0,0,0
0.462,0.89,-8.512,0,0.0809,0.00145,0.00927,0.792,0.107,169.975,0,0,0,0,0,0,1,0,0,0,0,0
0.486,0.871,-1.057,1,0.0651,0.6,0.0,0.543,0.695,110.55,0,0,0,0,0,0,0,0,0,0,0,1
0.733,0.467,-14.99,1,0.0312,0.148,0.883,0.334,0.852,115.871,0,0,0,0,1,0,0,0,0,0,0,0
0.674,0.865,-4.563,1,0.213,0.0447,0.00132,0.162,0.535,166.075,0,0,0,0,0,1,0,0,0,0,0,0
0.623,0.668,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,0,0,0,0,0,0,1,0,0,0,0,0
0.809,0.5,-13.677,0,0.0511,0.0203,0.119,0.0823,0.162,126.973,0,0,0,0,0,0,1,0,0,0,0,0
0.346,0.472,-6.8,0,0.0315,0.0238,0.0,0.889,0.286,129.974,0,0,0,0,0,0,1,0,0,0,0,0
0.71,0.817,-8.785,0,0.0463,0.00831,0.895,0.129,0.255,124.997,0,0,0,0,0,1,0,0,0,0,0,0
0.628,0.54,-8.943,0,0.0333,0.0355,2.02e-06,0.102,0.434,123.936,0,0,0,0,0,0,0,0,0,1,0,0
0.392,0.965,-4.841,0,0.06,0.00289,0.0,0.885,0.725,187.919,0,0,0,0,1,0,0,0,0,0,0,0
0.789,0.261,-14.396,1,0.0456,0.803,0.0,0.0962,0.491,117.961,0,0,0,0,0,0,0,1,0,0,0,0
0.84,0.532,-10.569,0,0.0469,0.0134,0.188,0.128,0.525,110.998,0,0,0,0,0,0,0,0,0,0,1,0
0.482,0.192,-15.351,1,0.0365,0.927,0.748,0.125,0.198,120.941,0,0,0,0,0,0,0,0,0,0,1,0
0.761,0.597,-9.41,1,0.0356,0.282,0.000514,0.1,0.866,122.996,0,0,0,0,0,1,0,0,0,0,0,0
0.543,0.595,-8.61,0,0.0477,0.0432,0.000247,0.101,0.338,122.052,0,0,0,0,0,0,0,0,0,0,0,1
0.518,0.95,-5.817,1,0.0556,7.95e-05,0.000549,0.281,0.211,115.026,0,0,0,0,0,0,0,1,0,0,0,0
0.524,0.185,-14.393,1,0.0578,0.891,0.917,0.11,0.434,80.658,0,0,0,0,1,0,0,0,0,0,0,0
0.565,0.453,-12.038,0,0.0586,0.912,0.0,0.0885,0.244,95.847,0,0,0,0,0,0,0,0,1,0,0,0
0.587,0.576,-10.303,1,0.108,0.278,0.295,0.323,0.319,119.854,0,0,0,0,0,0,0,0,0,1,0,0
0.8,0.64,-6.648,1,0.0387,0.415,0.0,0.119,0.56,139.927,0,0,0,0,0,1,0,0,0,0,0,0
0.354,0.411,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,1,0,0,0,0,0,0,0,0,0,0,0
0.672,0.201,-10.615,1,0.0356,0.647,0.0148,0.0413,0.68,119.534,0,0,0,0,0,1,0,0,0,0,0,0
0.453,0.556,-6.322,1,0.0313,0.244,0.0,0.684,0.216,148.077,0,0,1,0,0,0,0,0,0,0,0,0
0.51,0.7,-7.041,0,0.0356,0.00331,0.00598,0.0591,0.705,75.46,0,0,0,0,0,0,0,0,1,0,0,0
0.23,0.925,-6.695,1,0.129,0.00023,0.0779,0.396,0.237,114.547,0,0,0,0,0,0,0,1,0,0,0,0
0.466,0.962,-4.444,1,0.0817,3.53e-05,0.482,0.357,0.29,120.009,0,1,0,0,0,0,0,0,0,0,0,0
0.8,0.491,-8.293,0,0.0468,0.309,0.0,0.332,0.425,135.008,0,0,0,0,0,0,0,0,0,0,1,0
0.316,0.113,-18.999,1,0.0375,0.888,1.08e-05,0.419,0.142,90.161,1,0,0,0,0,0,0,0,0,0,0,0
0.477,0.491,-15.01,1,0.0417,0.0476,2.71e-06,0.0677,0.68,130.706,0,0,0,0,0,0,0,0,0,1,0,0
0.765,0.742,-5.462,1,0.145,0.012,0.0896,0.103,0.508,131.912,0,1,0,0,0,0,0,0,0,0,0,0
0.632,0.961,-3.576,0,0.0407,0.269,0.000174,0.247,0.844,97.148,0,0,1,0,0,0,0,0,0,0,0,0
